ticker,date,open,high,low,close,volume
ABBV,2020-01-02,68.90261714582428,69.28162628946592,68.46172727224528,69.26615905761719,5639200
ABBV,2020-01-03,68.19874641938077,69.14240702514194,67.98990630395639,68.60869598388672,5988500
ABBV,2020-01-06,68.23741868094105,69.3203079232157,68.0517823798079,69.15013885498047,6786600
ABBV,2020-01-07,68.78658611416076,69.25841631060344,68.26834832504197,68.75564575195312,7242500
ABBV,2020-01-08,68.9567623862475,69.66063652114731,68.74018572935525,69.24295043945312,7696800
ABBV,2020-01-09,69.621945963103,69.79211497472494,68.87939510433705,69.77664184570312,7518000
ABBV,2020-01-10,69.79212773936398,69.83853533237782,68.70923865929906,68.88713836669922,8581400
ABBV,2020-01-13,69.22749145377635,69.22749145377635,68.00537342856641,68.46946716308594,9292200
ABBV,2020-01-14,68.28131168251258,69.331796529228,68.02260952089613,69.14364624023438,8876900
ABBV,2020-01-15,69.12798139602066,70.46067993315687,69.12798139602066,69.97463989257812,8490100
ABBV,2020-01-16,70.01383339014053,70.39796914085684,69.70809659655046,69.97463989257812,7073200
ABBV,2020-01-17,69.8727295099366,69.98248088193147,68.82225038341394,68.98687744140625,10122300
ABBV,2020-01-21,68.73600678739196,69.40235601963542,68.64977272405453,68.9790267944336,13552000
ABBV,2020-01-22,69.0103779530173,69.1201292983178,68.32051149955696,68.36754608154297,6438900
ABBV,2020-01-23,68.24210817426756,68.2577843722161,66.62718465962203,66.84668731689453,12266800
ABBV,2020-01-24,66.97214318673063,67.01134266618908,64.87902017326763,65.49049377441406,13215400
ABBV,2020-01-27,66.67422499910822,67.36409134558302,65.85108405600859,65.86676025390625,13832000
ABBV,2020-01-28,66.62719368801054,66.62719368801054,65.56887374361001,65.67078399658203,8614400
ABBV,2020-01-29,65.69431541216414,65.85110135632667,65.16906993911886,65.22394561767578,5703200
ABBV,2020-01-30,64.7378963102555,64.90252332229713,63.64037691564506,64.1107406616211,10870000
ABBV,2020-01-31,63.92259512724365,64.06370484641636,63.036743323048015,63.51494216918945,13870100
ABBV,2020-02-03,63.74227292393046,64.75355804136524,63.43653625831043,64.51837921142578,10143700
ABBV,2020-02-04,65.52966251921734,66.40767909081094,65.52966251921734,66.13330078125,8251500
ABBV,2020-02-05,66.68209148526591,68.31269195985875,66.5409817137915,67.91287994384766,10020600
ABBV,2020-02-06,68.90063013324465,68.9555058087028,67.59144903231442,68.34403228759766,7769700
ABBV,2020-02-07,70.35092198632155,72.89089723828067,69.67673168893737,72.3499755859375,19090300
ABBV,2020-02-10,72.40485279594786,74.8664291502618,72.20886737932413,74.27847290039062,13998300
ABBV,2020-02-11,74.67826966383836,76.10504296795625,74.4822842870035,75.25838470458984,10682800
ABBV,2020-02-12,75.24271919538378,76.7165272853978,75.03105160897226,76.66165161132812,10591000
ABBV,2020-02-13,75.92473739001369,76.32454925239581,74.65475591574004,74.74882507324219,10613000
ABBV,2020-02-14,74.65476481194163,74.70964048735689,73.51020475728029,73.7297134399414,11175800
ABBV,2020-02-18,73.43182310478709,74.08249619997311,73.11041009382834,73.3847885131836,9406300
ABBV,2020-02-19,73.51020950264689,74.30983337431674,72.92225323624275,73.8002700805664,6349100
ABBV,2020-02-20,73.63564182611839,73.99625427916344,72.58515687072602,73.8708267211914,5446200
ABBV,2020-02-21,73.65916585769003,74.88211306954283,73.20447820882136,74.44310760498047,6676000
ABBV,2020-02-24,72.25591007488666,73.58861464610146,72.24023387143748,73.0163345336914,10705100
ABBV,2020-02-25,73.15743668800467,73.26718804374897,69.07310128923365,69.91191864013672,11366400
ABBV,2020-02-26,69.47291561351375,71.47980445177711,69.13582044324289,69.30828857421875,9786900
ABBV,2020-02-27,67.56794055275837,70.12358632141877,66.00789218226225,66.96430206298828,14184100
ABBV,2020-02-28,64.90254178947251,67.191650390625,63.95397293723469,67.191650390625,18450000
ABBV,2020-03-02,67.41898871857832,69.5983457690327,65.49833387422842,69.52779388427734,12171100
ABBV,2020-03-03,70.11575353038577,71.26030779209364,67.15245460910087,68.6497802734375,12660900
ABBV,2020-03-04,69.98246552946226,72.01287742794621,69.73160445122099,71.92664337158203,16590400
ABBV,2020-03-05,70.6017886504866,71.89529367115121,70.10790752521493,71.032958984375,9688400
