ticker,date,open,high,low,close,volume
GS,2020-01-02,200.30383099003177,203.46013325214415,199.57545659826948,203.1826629638672,3736300
GS,2020-01-03,200.82404768287077,201.69982997844465,199.69679436692138,200.80670166015625,2274500
GS,2020-01-06,199.37596086160343,202.92247509636425,198.99444096382834,202.8617706298828,3329300
GS,2020-01-07,203.77225196822434,206.174166898271,203.56413937321676,204.1971435546875,5255200
GS,2020-01-08,204.36189394593038,207.89106244134598,204.18847339095603,206.16549682617188,3564700
GS,2020-01-09,209.26976063785006,211.05601738162622,207.9517539174972,210.36233520507812,3980700
GS,2020-01-10,210.49240793157034,211.04736163950787,209.31312964831056,209.9374542236328,2248100
GS,2020-01-13,211.95783577845137,213.4059179012965,210.7091866295899,212.62551879882812,3359200
GS,2020-01-14,212.72088505494222,215.4956533684926,212.09656053050102,213.0157012939453,4302800
GS,2020-01-15,209.84207063522945,216.34544059293285,207.37946438671938,212.62551879882812,5411200
GS,2020-01-16,214.18634910541002,216.62295652891237,213.50999958693072,216.53623962402344,3968400
GS,2020-01-17,216.97844558922972,217.17789180724535,215.04478050153617,216.31077575683594,3108400
GS,2020-01-21,214.35970735804378,215.78177677143654,212.9636503607205,213.05035400390625,2492400
GS,2020-01-22,213.8394446843944,215.49563916734223,213.60531969537303,214.22097778320312,2030900
GS,2020-01-23,212.00980245777225,214.177591848956,210.60507916624883,212.9462890625,2806800
GS,2020-01-24,212.50411301071586,213.0590666915419,208.6281036412557,209.77268981933594,2877400
GS,2020-01-27,204.9601810109647,207.23203366571698,203.7809028579382,206.49497985839844,2506200
GS,2020-01-28,207.665585822837,211.21208657877588,206.41693684491761,210.344970703125,3123000
GS,2020-01-29,212.0271862326806,213.7440720315008,207.7349651200608,208.2118682861328,3711600
GS,2020-01-30,206.1047820617848,211.8710975511583,205.27234496932348,211.6890106201172,3261700
GS,2020-01-31,209.833375390243,210.61377438542078,205.40241273899184,206.15679931640625,3482800
GS,2020-02-03,206.6857847602211,210.18026142639349,206.4169808983834,207.24940490722656,2733000
GS,2020-02-04,210.60514550610674,211.35086582081863,209.45187959898604,209.79005432128906,3052500
GS,2020-02-05,212.43472259210208,212.5561182851352,210.70915724078876,211.83641052246094,3126600
GS,2020-02-06,212.74686123868761,213.11104827739268,209.13097680418971,209.68594360351562,2225600
GS,2020-02-07,207.8910644755644,208.55874751144611,205.1162958754033,206.3736114501953,3006500
GS,2020-02-10,205.85331284808848,206.26085838647032,204.1711190878026,205.81863403320312,2591300
GS,2020-02-11,207.2407380101613,207.71765448863044,204.83015642568918,205.03826904296875,2238800
GS,2020-02-12,206.3822716384595,209.13102773398515,206.13081382352195,206.93722534179688,2119200
GS,2020-02-13,206.24356598120764,207.2147317618373,205.13365845159046,206.6771240234375,1461300
GS,2020-02-14,206.32155637408323,207.24936349345037,204.83878238486258,205.57583618164062,1718700
GS,2020-02-18,205.11625653085238,205.5671604766194,200.47718145068748,202.2200927734375,2736500
GS,2020-02-19,203.77222105743735,206.2001480396684,202.28078076397276,205.7926025390625,2207100
GS,2020-02-20,204.99490316198714,205.41978154737723,200.5205812862452,201.8039093017578,3183700
GS,2020-02-21,200.22577526942283,200.99750804390425,198.023293038111,199.97430419921875,3081600
GS,2020-02-24,193.56627452606355,196.56650129780925,192.9679624508355,194.7021942138672,4139400
GS,2020-02-25,194.91033543072794,195.85548870499736,187.2016746405094,188.693115234375,5343100
GS,2020-02-26,189.63826990157108,190.7655233676992,186.2218306842762,187.10629272460938,4171100
GS,2020-02-27,182.51924548842746,185.11191377363787,178.07960271998965,178.35708618164062,5848200
GS,2020-02-28,173.6896201774381,176.4464630421071,169.99057800098052,175.15528869628906,6727100
GS,2020-03-02,175.7136611761311,182.8762034062414,172.41592316573,182.74534606933594,5285500
GS,2020-03-03,182.33526312804963,184.76930217088463,176.33302628293055,177.47589111328125,5677200
GS,2020-03-04,179.57848551836562,182.26553407090574,176.83909402519805,182.10850524902344,3520400
GS,2020-03-05,175.64385055131663,177.51082382681847,171.82265690876986,173.4279022216797,4151500
GS,2020-03-06,166.35258485398035,171.25558091471302,165.1312055147438,168.24574279785156,5071900
GS,2020-03-09,151.43426228830978,156.3808689298168,148.45059542416445,150.7624969482422,6443000
GS,2020-03-10,158.4485204756079,161.74625877580297,151.18127842531442,160.83023071289062,6803900
GS,2020-03-11,155.70909850562904,157.70694237965236,149.15724674389563,149.95986938476562,5314000
GS,2020-03-12,139.58682583551698,145.47564505045284,130.86264922079715,131.4558868408203,8357700
GS,2020-03-13,142.0470947807755,154.90652664236913,132.91287792258208,154.5662841796875,6368400
GS,2020-03-16,131.0633135861748,147.90969804564202,130.86266123298827,134.92813110351562,6888000
GS,2020-03-17,136.96962301741283,145.46697894471353,130.8626971503944,138.4265594482422,6876300
GS,2020-03-18,130.86267896683552,136.07101465467878,118.13410558755093,122.15595245361328,9543200
GS,2020-03-19,119.85273188185161,133.03496210110276,114.15584612652287,130.41770935058594,6548200
GS,2020-03-20,129.98152407423476,130.15600496009463,120.64664359229094,120.7513427734375,7561300
GS,2020-03-23,118.67498959910453,123.83098187599519,116.2583886201019,117.75022888183594,5472600
GS,2020-03-24,125.90736518290511,134.2651174458456,125.3053946662874,134.00340270996094,6647400
GS,2020-03-25,134.8758153694724,141.5149162540875,126.77977816008635,135.33819580078125,8587800
GS,2020-03-26,136.419935147687,146.26953725556467,134.62275703089324,144.6381072998047,6762200
GS,2020-03-27,138.78423536896003,142.84097311076167,136.9696046148346,138.13864135742188,4186700
GS,2020-03-30,138.29567372225478,139.96198160718816,133.6369525416891,139.2553253173828,4152800
GS,2020-03-31,137.95540070114538,140.54648206352587,134.10803585251543,134.86703491210938,3588200
GS,2020-04-01,127.46024012470725,130.48753081838782,126.50057526341077,126.75357055664062,4689100
GS,2020-04-02,124.77319328768402,131.25525093393625,123.59542397247262,130.8015899658203,4446900
GS,2020-04-03,130.16473357124138,131.6652932576648,126.7012338276751,128.18434143066406,2801600
GS,2020-04-06,135.63475028145868,138.65330738765758,134.1516431884913,138.04261779785156,4689400
GS,2020-04-07,144.82133881211038,147.56072986920734,141.72425330161252,144.8387908935547,4953500
GS,2020-04-08,147.045990828051,155.3775816659664,147.045990828051,154.38302612304688,5194800
GS,2020-04-09,157.5411429012383,163.42996062081195,156.83448690481487,160.7516326904297,6445800
GS,2020-04-13,160.3939646733135,161.37106802548476,156.27615295768484,156.31976318359375,4774300
GS,2020-04-14,159.08536716051324,159.98395629401898,152.27177398807132,155.49099731445312,4149600
GS,2020-04-15,148.86062853936085,158.50083296497345,147.5694408269695,155.74400329589844,6042700
GS,2020-04-16,154.60987720278968,155.6742279398448,150.39609780517745,154.4528350830078,4662200
GS,2020-04-17,160.07992553710938,161.6415473332717,155.54334293329757,160.07992553710938,5426700
GS,2020-04-20,156.77345031709118,162.54886425922783,155.30779504295376,157.38414001464844,4674800
GS,2020-04-21,153.0569787247467,156.3372648124658,151.50407612840806,151.6349334716797,3819000
GS,2020-04-22,154.8541395254064,155.447377163106,152.21071499734416,153.52806091308594,2314500
GS,2020-04-23,154.41793242845213,156.22384345171548,152.1932646378381,152.7167205810547,2013300
GS,2020-04-24,154.41795349121094,155.24674775432086,151.35577174821094,154.41795349121094,2024400
GS,2020-04-27,156.24998205919184,160.7429269308159,155.91845914406954,160.12350463867188,2743100
GS,2020-04-28,165.02652378209723,166.12576521486383,161.28384465618345,163.15081787109375,3344700
GS,2020-04-29,168.03637702734582,169.0047612258327,165.38423302459168,165.78553771972656,3086300
GS,2020-04-30,162.26966827731664,163.62191817536808,159.56516848121376,160.01882934570312,2695400
GS,2020-05-01,156.1627609567321,156.68621687693258,154.1125741333233,154.5051727294922,2650200
GS,2020-05-04,152.67309663009863,153.8159616806608,149.81156765536608,153.57168579101562,2990100
GS,2020-05-05,156.25003039527087,159.3034926384121,155.4125034655693,155.55209350585938,3272600
GS,2020-05-06,156.75601269457528,158.08209138303354,152.85631765476788,154.34814453125,2408700
GS,2020-05-07,156.31976970641702,159.98393405402504,156.31976970641702,159.05917358398438,2480100
GS,2020-05-08,161.42347786158643,162.1912098491341,159.425646791133,161.737548828125,2277500
GS,2020-05-11,159.25111470063084,161.26641068875063,158.13442115447214,159.79202270507812,2212200
GS,2020-05-12,160.4289103451205,160.78660484165664,154.19984772209563,154.60116577148438,3549200
GS,2020-05-13,153.2489113574976,154.31326212050456,148.9740562223932,149.88137817382812,3445300
